"Index","KrakenEtcUsd.Open","KrakenEtcUsd.High","KrakenEtcUsd.Low","KrakenEtcUsd.Close","KrakenEtcUsd.Volume","KrakenEtcUsd.Adjusted"
2017-07-26T04:00:00.000Z,14.528,14.528,14.135,14.240,3563.24517709,14.240
2017-07-26T08:00:00.000Z,14.240,14.581,14.240,14.581,4468.88062577,14.581
2017-07-26T12:00:00.000Z,14.599,14.890,14.069,14.069,12001.92144851,14.069
2017-07-26T16:00:00.000Z,14.166,14.386,14.022,14.360,4161.48295094,14.360
2017-07-26T20:00:00.000Z,14.358,14.707,14.207,14.612,11917.73604829,14.612
2017-07-27T00:00:00.000Z,14.660,14.707,14.440,14.530,1287.51124863,14.530
2017-07-27T04:00:00.000Z,14.530,14.749,14.310,14.423,5711.59308118,14.423
2017-07-27T08:00:00.000Z,14.423,14.718,14.247,14.659,3894.22439799,14.659
2017-07-27T12:00:00.000Z,14.605,14.748,14.381,14.387,2571.97113433,14.387
2017-07-27T16:00:00.000Z,14.437,14.606,14.331,14.491,6588.25100911,14.491
2017-07-27T20:00:00.000Z,14.491,14.599,14.382,14.470,5788.41433039,14.470
2017-07-28T00:00:00.000Z,14.520,14.644,14.200,14.454,23134.63028488,14.454
2017-07-28T04:00:00.000Z,14.445,14.501,14.291,14.397,2152.92382898,14.397
