"Index","KrakenLtcUsd.Open","KrakenLtcUsd.High","KrakenLtcUsd.Low","KrakenLtcUsd.Close","KrakenLtcUsd.Volume","KrakenLtcUsd.Adjusted"
2017-07-25T16:00:00.000Z,42.44,42.44,40.51,40.70,5904.47861352,40.70
2017-07-25T20:00:00.000Z,40.75,42.09,40.30,42.09,7617.28033739,42.09
2017-07-26T00:00:00.000Z,42.09,42.87,41.00,41.53,12790.58223347,41.53
2017-07-26T04:00:00.000Z,41.54,41.89,40.18,41.16,14035.25451525,41.16
2017-07-26T08:00:00.000Z,41.39,42.26,41.12,42.26,6994.56516968,42.26
2017-07-26T12:00:00.000Z,42.26,42.48,40.58,40.70,19442.48855347,40.70
2017-07-26T16:00:00.000Z,40.70,41.71,40.50,41.50,6701.53265785,41.50
2017-07-26T20:00:00.000Z,41.51,42.34,41.12,41.84,3981.15584039,41.84
2017-07-27T00:00:00.000Z,41.84,42.31,41.41,41.41,6250.20421135,41.41
2017-07-27T04:00:00.000Z,41.62,42.38,41.25,41.44,10782.34216368,41.44
