"Index","KrakenZecUsd.Open","KrakenZecUsd.High","KrakenZecUsd.Low","KrakenZecUsd.Close","KrakenZecUsd.Volume","KrakenZecUsd.Adjusted"
2017-07-25T08:00:00.000Z,194.54,199.00,165.00,186.00,533.25485937,186.00
2017-07-25T12:00:00.000Z,185.99,192.60,178.00,189.55,161.27524929,189.55
2017-07-25T16:00:00.000Z,188.27,190.19,176.00,180.00,132.78588461,180.00
2017-07-25T20:00:00.000Z,182.13,187.59,165.15,185.89,126.87695428,185.89
2017-07-26T00:00:00.000Z,186.94,190.13,180.80,184.30,203.43027924,184.30
2017-07-26T04:00:00.000Z,181.12,184.30,174.79,178.76,378.08750556,178.76
2017-07-26T08:00:00.000Z,177.93,184.30,177.45,184.30,385.07798091,184.30
2017-07-26T12:00:00.000Z,184.30,187.23,181.35,181.35,196.37844739,181.35
2017-07-26T16:00:00.000Z,182.26,187.59,181.35,187.31,595.22760053,187.31
2017-07-26T20:00:00.000Z,187.31,188.98,184.08,187.79,523.08569476,187.79
2017-07-27T00:00:00.000Z,189.73,194.18,187.08,189.38,291.52321264,189.38
2017-07-27T04:00:00.000Z,187.85,190.28,185.71,185.96,1017.34462348,185.96
2017-07-27T08:00:00.000Z,185.96,190.32,183.50,187.75,228.11123982,187.75
2017-07-27T12:00:00.000Z,189.85,190.05,184.11,184.11,176.44792721,184.11
2017-07-27T16:00:00.000Z,185.95,186.87,183.50,186.87,213.77530344,186.87
2017-07-27T20:00:00.000Z,184.19,189.63,184.01,185.90,152.65856604,185.90
2017-07-28T00:00:00.000Z,186.00,191.42,183.50,183.50,195.39842077,183.50
2017-07-28T04:00:00.000Z,183.50,187.37,183.50,183.50,154.38304865,183.50
2017-07-28T08:00:00.000Z,183.50,186.01,173.87,176.43,677.79019064,176.43
2017-07-28T12:00:00.000Z,177.12,179.04,173.90,179.04,371.39506139,179.04
2017-07-28T16:00:00.000Z,179.04,180.49,174.00,174.04,365.43646057,174.04
2017-07-28T20:00:00.000Z,174.04,178.24,174.00,177.22,301.91258317,177.22
2017-07-29T00:00:00.000Z,175.39,177.84,173.15,173.15,55.03703503,173.15
2017-07-29T04:00:00.000Z,173.15,174.87,171.20,171.20,71.84696906,171.20
2017-07-29T08:00:00.000Z,171.20,172.00,166.38,167.51,102.44237904,167.51
2017-07-29T12:00:00.000Z,168.62,170.95,166.38,170.95,93.25311874,170.95
